,Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
912,HS,2020,202003,March 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7996584,,,0
913,HS,2020,202003,March 2020,2,0,4,Re-imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,325114,,,0
914,HS,2020,202004,April 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,523270854,,,0
915,HS,2020,202004,April 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,394717157,,,0
916,HS,2020,202004,April 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,667031,,,0
917,HS,2020,202004,April 2020,2,0,4,Re-imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,315399,,,0
918,HS,2020,202005,May 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,527099661,,,0
919,HS,2020,202005,May 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,444122332,,,0
920,HS,2020,202005,May 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,2269385,,,0
921,HS,2020,202005,May 2020,2,0,4,Re-imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,79165,,,0
922,HS,2020,202006,June 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,548888141,,,0
923,HS,2020,202006,June 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,477722705,,,0
924,HS,2020,202006,June 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,404375,,,0
925,HS,2020,202001,January 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,329250069,,,0
926,HS,2020,202001,January 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,557183251,,,0
927,HS,2020,202002,February 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,319162143,,,0
928,HS,2020,202002,February 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,509852894,,,0
929,HS,2020,202003,March 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,334287461,,,0
930,HS,2020,202003,March 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,554643501,,,0
931,HS,2020,202004,April 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,259021834,,,0
932,HS,2020,202004,April 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,486367493,,,0
933,HS,2020,202005,May 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,256374237,,,0
934,HS,2020,202005,May 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,432285554,,,0
935,HS,2020,202006,June 2020,2,0,1,Imports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,251529497,,,0
936,HS,2020,202006,June 2020,2,0,2,Exports,752,Sweden,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,462027803,,,0
937,HS,2020,202001,January 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,185762978,,,0
938,HS,2020,202001,January 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,84522250,,,0
939,HS,2020,202002,February 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,193527622,,,0
940,HS,2020,202002,February 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,84783196,,,0
941,HS,2020,202003,March 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,205344879,,,0
942,HS,2020,202003,March 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,82195233,,,0
943,HS,2020,202004,April 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,154707210,,,0
944,HS,2020,202004,April 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,59122475,,,0
945,HS,2020,202005,May 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,164516770,,,0
946,HS,2020,202005,May 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,66584599,,,0
947,HS,2020,202006,June 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,171972361,,,0
948,HS,2020,202006,June 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,73752142,,,0
949,HS,2020,202007,July 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,179319385,,,0
950,HS,2020,202007,July 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,86430476,,,0
951,HS,2020,202008,August 2020,2,0,1,Imports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,136534893,,,0
952,HS,2020,202008,August 2020,2,0,2,Exports,757,Switzerland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,50819873,,,0
953,HS,2020,202001,January 2020,2,0,1,Imports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1370598271,,,0
954,HS,2020,202001,January 2020,2,0,2,Exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,781647566,,,0
955,HS,2020,202001,January 2020,2,0,3,Re-exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,540602337,,,0
956,HS,2020,202002,February 2020,2,0,1,Imports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1203148772,,,0
957,HS,2020,202002,February 2020,2,0,2,Exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,702884187,,,0
958,HS,2020,202002,February 2020,2,0,3,Re-exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,459307384,,,0
959,HS,2020,202003,March 2020,2,0,1,Imports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1274478941,,,0
960,HS,2020,202003,March 2020,2,0,2,Exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,669076576,,,0
961,HS,2020,202003,March 2020,2,0,3,Re-exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,445685782,,,0
962,HS,2020,202004,April 2020,2,0,1,Imports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1021430201,,,0
963,HS,2020,202004,April 2020,2,0,2,Exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,653788193,,,0
964,HS,2020,202004,April 2020,2,0,3,Re-exports,792,Turkey,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,410302279,,,0
965,HS,2020,202001,January 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,64594410,,,0
966,HS,2020,202001,January 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,713282328,,,0
967,HS,2020,202002,February 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,73654137,,,0
968,HS,2020,202002,February 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,682386224,,,0
969,HS,2020,202003,March 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,84604264,,,0
970,HS,2020,202003,March 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,662488855,,,0
971,HS,2020,202004,April 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,73453671,,,0
972,HS,2020,202004,April 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,629825034,,,0
973,HS,2020,202005,May 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,80364782,,,0
974,HS,2020,202005,May 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,601514031,,,0
975,HS,2020,202006,June 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,86585942,,,0
976,HS,2020,202006,June 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,604111867,,,0
977,HS,2020,202007,July 2020,2,0,1,Imports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,93500868,,,0
978,HS,2020,202007,July 2020,2,0,2,Exports,804,Ukraine,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,618513817,,,0
979,HS,2020,202001,January 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,41498705,,,0
980,HS,2020,202001,January 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,46737130,,,0
981,HS,2020,202002,February 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,32895635,,,0
982,HS,2020,202002,February 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47860760,,,0
983,HS,2020,202003,March 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,28510477,,,0
984,HS,2020,202003,March 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,36789488,,,0
985,HS,2020,202004,April 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,30679616,,,0
986,HS,2020,202004,April 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,34601918,,,0
987,HS,2020,202005,May 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,30844296,,,0
988,HS,2020,202005,May 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,39403976,,,0
989,HS,2020,202006,June 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,36519274,,,0
990,HS,2020,202006,June 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,42763906,,,0
991,HS,2020,202007,July 2020,2,0,1,Imports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,43810966,,,0
992,HS,2020,202007,July 2020,2,0,2,Exports,807,TFYR of Macedonia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,44956273,,,0
993,HS,2020,202001,January 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,262685419,,,0
994,HS,2020,202001,January 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,40567086,,,0
995,HS,2020,202002,February 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,233276845,,,0
996,HS,2020,202002,February 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,59342347,,,0
997,HS,2020,202003,March 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,286212366,,,0
998,HS,2020,202003,March 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,27478694,,,0
999,HS,2020,202004,April 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,239513592,,,0
1000,HS,2020,202004,April 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,40924953,,,0
1001,HS,2020,202005,May 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,263143278,,,0
1002,HS,2020,202005,May 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,25751838,,,0
1003,HS,2020,202006,June 2020,2,0,1,Imports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,257271077,,,0
1004,HS,2020,202006,June 2020,2,0,2,Exports,818,Egypt,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,44469382,,,0
1005,HS,2020,202001,January 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,431729168,,,0
1006,HS,2020,202001,January 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,477616322,,,0
1007,HS,2020,202001,January 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,54668,,,0
1008,HS,2020,202001,January 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,15230,,,0
1009,HS,2020,202002,February 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,372983800,,,0
1010,HS,2020,202002,February 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,442048413,,,0
1011,HS,2020,202002,February 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,178688,,,0
1012,HS,2020,202002,February 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,232620,,,0
1013,HS,2020,202003,March 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,371728257,,,0
1014,HS,2020,202003,March 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,528308554,,,0
1015,HS,2020,202003,March 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,226189,,,0
1016,HS,2020,202003,March 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,149363,,,0
1017,HS,2020,202004,April 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,287063691,,,0
1018,HS,2020,202004,April 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,404281389,,,0
1019,HS,2020,202004,April 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,123968,,,0
1020,HS,2020,202004,April 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22179,,,0
1021,HS,2020,202005,May 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,270836942,,,0
1022,HS,2020,202005,May 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,299872220,,,0
1023,HS,2020,202005,May 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,111359,,,0
1024,HS,2020,202005,May 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,12192,,,0
1025,HS,2020,202006,June 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,269429072,,,0
1026,HS,2020,202006,June 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,414146590,,,0
1027,HS,2020,202006,June 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,106488,,,0
1028,HS,2020,202006,June 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,25725,,,0
1029,HS,2020,202008,August 2020,2,0,1,Imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,288297048,,,0
1030,HS,2020,202008,August 2020,2,0,2,Exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,370231671,,,0
1031,HS,2020,202008,August 2020,2,0,3,Re-exports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,42311,,,0
1032,HS,2020,202008,August 2020,2,0,4,Re-imports,826,United Kingdom,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,64768,,,0
1033,HS,2020,202001,January 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1973588484,,,0
1034,HS,2020,202001,January 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1115138983,,,0
1035,HS,2020,202001,January 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,44506104,,,0
1036,HS,2020,202002,February 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1576682485,,,0
1037,HS,2020,202002,February 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1142821108,,,0
1038,HS,2020,202002,February 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,44046341,,,0
1039,HS,2020,202003,March 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1805883778,,,0
1040,HS,2020,202003,March 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1118134794,,,0
1041,HS,2020,202003,March 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,48135315,,,0
1042,HS,2020,202004,April 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1641856158,,,0
1043,HS,2020,202004,April 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,824557754,,,0
1044,HS,2020,202004,April 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,35323164,,,0
1045,HS,2020,202005,May 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1677761978,,,0
1046,HS,2020,202005,May 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,771306314,,,0
1047,HS,2020,202005,May 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,25439702,,,0
1048,HS,2020,202006,June 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1364787296,,,0
1049,HS,2020,202006,June 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,797144018,,,0
1050,HS,2020,202006,June 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,32693222,,,0
1051,HS,2020,202007,July 2020,2,0,1,Imports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1542260719,,,0
1052,HS,2020,202007,July 2020,2,0,2,Exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,925372567,,,0
1053,HS,2020,202007,July 2020,2,0,3,Re-exports,842,United States of America,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,33528061,,,0
1054,HS,2020,202001,January 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,88924651,,,0
1055,HS,2020,202001,January 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,858069,,,0
1056,HS,2020,202001,January 2020,2,0,3,Re-exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,14,,,0
1057,HS,2020,202002,February 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,92403392,,,0
1058,HS,2020,202002,February 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7963818,,,0
1059,HS,2020,202003,March 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,110377903,,,0
1060,HS,2020,202003,March 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2664106,,,0
1061,HS,2020,202003,March 2020,2,0,3,Re-exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1380,,,0
1062,HS,2020,202004,April 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,126668341,,,0
1063,HS,2020,202004,April 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,807798,,,0
1064,HS,2020,202005,May 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,75119639,,,0
1065,HS,2020,202005,May 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1635136,,,0
1066,HS,2020,202007,July 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,104764913,,,0
1067,HS,2020,202007,July 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11885326,,,0
1068,HS,2020,202008,August 2020,2,0,1,Imports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,97845462,,,0
1069,HS,2020,202008,August 2020,2,0,2,Exports,860,,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,14775078,,,0
1070,HS,2020,202001,January 2020,2,0,1,Imports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,13003174,,,0
1071,HS,2020,202001,January 2020,2,0,2,Exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5604878,,,0
1072,HS,2020,202001,January 2020,2,0,3,Re-exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,25105,,,0
1073,HS,2020,202002,February 2020,2,0,1,Imports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10634485,,,0
1074,HS,2020,202002,February 2020,2,0,2,Exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6628925,,,0
1075,HS,2020,202002,February 2020,2,0,3,Re-exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62368,,,0
1076,HS,2020,202003,March 2020,2,0,1,Imports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,12561230,,,0
1077,HS,2020,202003,March 2020,2,0,2,Exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6426774,,,0
1078,HS,2020,202003,March 2020,2,0,3,Re-exports,894,Zambia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,39874,,,0
